movie,sentence,score
민스미트 작전,"같은 좌표, 설키는 층위. 레이어들이 와닿았다",8
닥터 스트레인지: 대혼돈의 멀티버스,기대보다 별로이지만 마블은 마블입니다,7
푸른 호수,"오늘 정말 피곤했던날... 잠깐보다 자야지 하다가.. 새벽 2시를 넘겼네요.. 프사에 푸른호수로 이미지 바꿉니다..그냥 내 주변에 많이 알리고픈 마음이랄까.. 그린북, 피아니스트 만큼 깊은 남김을 줬네요 저한테... 너무 좋은 영화입니다. ",10
니 부모 얼굴이 보고 싶다,미안하지만...감독의 전작의 허술함이 여실히 이 작품에서도 드러난다,5
돈 룩 업,도대체 이 영화 아직도 안본거야?왜?마지막을 어떻게 보내야 하는지를 잘 보여준 영화였다. 사랑하는 사람과 함께라면 지구가 종말이 온다해도 무섭지 않아. ,10
닥터 스트레인지: 대혼돈의 멀티버스,이전 스토리를 알고 보는게 관전포인트 겁나 재밌음,10
이별의 아침에 약속의 꽃을 장식하자,"자신있게 주변인들에게 너의 인생작품이 될것이라며 추천할 수 있는 명작. 여운이 너무 남는다. 한 가지 아쉬운점은 10부작 정도로 만들어 졌다면 좋았을거 같다. 참신한 세계관, 입체적인 캐릭터와 전개 등을 짧은 시간 안에 풀어내려고 하니 100%를 끌어 내지 못한거 같다. 리뉴얼 해서 다시 나왔으면 좋겠다.",10
닥터 스트레인지: 대혼돈의 멀티버스,기대없이 보러갔다가 재밌게 감상하고 왔어요,10
봄날,봄날이 더욱 그리워지는 차디찬 겨울날,5
닥터 스트레인지: 대혼돈의 멀티버스,스토리나 연기나 늘 알던대로 좋았다.근데… 진짜 쓸 때 없이 잔인한 연출이나 놀래키는 연출이 몰입을 방해했다. 애초에 닥터스트레인지니까 당연히 공포스러운 연출은 생각도 안하고 갔다가 중간 중간 짜증나서 미간이 찌푸려짐. 그런 연출 빼곤 스토리나 배우들 연기는 늘 그렇듯 좋았다. 음표는.. 하 … 이하생략,8
닥터 스트레인지: 대혼돈의 멀티버스,영화 재밌게 잘 봤습니다,6
중경삼림,"20여년전 꼬꼬맹이 때 기억으로도, 지금 다시 봐도 여전히 멋지고 세련된 영화! California dreaming이 전세계적인 히트곡이 아니란걸 알았을때의 충격이 새삼…ㄷ ㄷ",8
토르 : 마법망치의 전설,토르라고 다 같은 토르가 아니다...,1
세렌디피티,운명이었던 우연우연이었던 운명,6
돈,"그럴듯한 이야기, 깔끔한 전개",7
닥터 스트레인지: 대혼돈의 멀티버스,말 그대로 혼돈의 멀티버스지만 너무나 재밌게 봤고 또 보러갈까 진지하게 고민,10
라이프,일본 새끼가 암 덩어리네. ,10
트루먼 쇼,짐캐리의 역작 중 최고인듯,10
닥터 스트레인지: 대혼돈의 멀티버스,8점대 받을만 한 것 같은데.. 지루할 틈 없이 정말 잘 봤음 피곤한 날이었는데도 끝나는게 아쉬웠을 정도,10
서울괴담,어휴;; 공짜로 보여줘도 안 볼 수준..,1
민스미트 작전,인간의 이야기가 만들어 낸 전쟁,6
씨받이,내용도 좋고 깅수연님의 연기가뛰어나고 감독의 연출도 좋았어요,10
땡스 포 쉐어링,게임중독 알콜중독 도박중독 섹스중독 마약중독~모든 중독은 모두 다 질병임,9
불도저에 탄 소녀,"아무리 영화라지만, 무슨 놈의 주연을 저렇게 엉터리 캐릭으로 하냐? 아무한테나 소리 지르고 다 반말하고? 지 혼자만 힘드냐? 저 따위로 아무한테나 반말하고 함부로 해서 상처받는 상대방은 생각 안하냐? 타인에 대한 배려는 0%에 사이코패스 양성소냐? 척박같은 소리 하고 있네.  그리고 좋은 점이 없는데 왜 강제로 선택하게 하냐?",3
닥터 스트레인지: 대혼돈의 멀티버스,"마법이아니라,좀비영화본느낌.아이언맨 죽은 이후로는 마블 쫌..",4
완벽한 그녀에게 딱 한가지 없는 것,제니퍼 가너...짱,8
신비한 동물들과 덤블도어의 비밀,최고에요 영상미에 탄탄한 스토리에 귀여운 동물들까지~~너무 재밌어요 주인공도 배우들도 연기도 잘하고 다 잘생기고 매력쩔어요 후속편 기다려져요♡♡♡♡,10
엄마,K컬처 열풍에 뜬금없이 수출되어 애나벨이 되어버린 대한민국 엄마...,2
라이프 필스 굿,"다큐멘터리일까 싶은 사실적 표현, 담담한 전개라 그런지 역시나 뻔한 환상과 기적 따윈 보여주지 않았다.다만 배우들의 연기가 환상적이었으며 그의 생존과 식물인간 부정선언이야말로 기적이었다.비장애인의 삶처럼 장애인의 삶도 각 나라마다 가정마다 다를 것이다.차라리 외면하기가 더 쉽고 마음이 덜 아프기에 사회에서 치워져 버린 그들의 삶에도 아름다운 순간들이 별처럼 반짝이는 순간들이 많기를 바란다. 그저 말뿐인 이런 기원들조차 역겨우려나. 아님 그들을 무시하지 않아주기만 해도 고마운 것일까. 돌보기 버거운 가족들의 삶과 수용시설에서의 생활 모습을 엿볼 수 있어 좋았다. ",9
신비한 동물들과 덤블도어의 비밀,재미 자체가 떨어집니다 마법 효과도 많이 안 나옵니다1편이 젤 낫고 2편보다는 3편이 더 재밌던 거 같지만조금 지루하네요,5
뜨거운 피,있던 이야기 뻔한 연출 공감 안되는 철학,2
닥터 스트레인지: 대혼돈의 멀티버스,평은 갈리는 거 같지만 그냥 맘편히 내려놓고 보면마법효과에 재미에 충분히 차고 넘칩니다,8
신비한 동물들과 덤블도어의 비밀,"관점이 다 틀리니,저는 재밌었네요.자극적이걸 추구하는 경향은 맞지않겠지만요.",10
앵커,그냥그랬음..일본 단막극 같은 느낌? 같은소재로 비슷한게 있음 천우희 데리고 이정도 밖에 못찍나싶음 천우희 연기가 아까울정도,6
민스미트 작전,잘보고 왔어요 ^^ㅋㅋㅋ,6
강릉,몰입은 아니지만 생각보다 몰입해서 봤어요물론 해석하기 나름이지만악의 세상에 저항하려고 맞서다 희생만하고결국 굴복해야 이긴다는게 생각보다 슬펐던 것 같습니다마지막에 지혜롭게 잘 풀렸으면 했는데 그렇지 않아서 의리와 관계에 대해 한번 더 생각해볼 수 있었던 계기가 됐어요,10
빅매치,웃음포인트가 저는 잘 맞았네요~ 재밌게봤습니다~,10
봄날,정석용 배우님 웃겼어요 ㅋㅋ,7
사일런스,물없이 밤고구마 3만개 잡수시고 보세요. 보는 내내 계속 답답함이...,1
닥터 스트레인지: 대혼돈의 멀티버스,꿀잼!핵잼! 리뷰보니 더잼!,10
닥터 스트레인지: 대혼돈의 멀티버스,그냥저냥 볼만한 정도.,6
맨 인 더 다크 2 ,이게 무슨 스릴러냐 고어지쓸데없는거 보여주는거 보면 감독이 변태다그냥 1편으로 끝냈어야했다,1
야차,아니 영화 개재밋게 봣구만 정치하는 떠라이들이 다 망쳐놓내 그냥 영화는 영화로 봐 먼 ㅂㅅ처럼 주적이 누구냐 반일정치냐 이런 개소리 왜하냐그냥 영화는 영화로 재밋게 봐라좀 머저리ㅅㄲ들아,10
중경삼림,이걸 왜 이제야 본 건지. 자꾸 생각난다.,10
1917,최근 본 영화중에 절박함을 가장 잘 그려낸 영화같다,9
우리들의 일기,영화 &amp;#39;친구&amp;#39;랑 비교하면 좀 안되지만나름 재밌음혹평할 영화는 아님,8
터미네이터,"지금 당장 한국에서 60억의 예산으로 이만한 작품을 만들 수 있는 &amp;#39;신인&amp;#39;감독이 있을까? 허투루 낭비하지 않는 각본과 장르를 오가는 쫀쫀한 연출, 저예산임에도 빛나는 특수효과까지. 약 40년전 작품임에도 절대 꿇리지 않는, 80년대 영화사의 기념비적인 작품. ",10
성난 변호사,티빙으로 뒤늦게 찾아봤는데 생각보다 스릴있고 괜찮네요. 은근히 긴장감도 있고 이선균의 자신감 넘치는 그 건방떠는 연기가 의외로 좋았습니다.,9
지슬,“지금 우리가 누리는 세상은 그 분들이 우리에게 남겨준 유산.”,9
민스미트 작전,2차 대전을 보는 새로운 시각,7
스크림,소문대로 흥미롭고 반전도 재밌었다. 헬로우 시드니,8
닥터 스트레인지: 대혼돈의 멀티버스,완다가 주인공느낌이 약간 공포물 느낌도 남재밌습니다,10
닥터 스트레인지: 대혼돈의 멀티버스,어우 놀래라 씨 공포영화야?,6
배니싱: 미제사건,버려라 실패작,1
중경삼림,어렸을때 디즈니 영화를 보고 난후 느끼는 기분을 이걸보고 느끼네요,10
배드 가이즈,남녀노소 모두 즐길수 있는 영화!,8
신비한 동물들과 덤블도어의 비밀,쩌는 액션을 기대했는데 말하다 끝나네 이 영화는 존윅을 본받아야 한다,1
닥터 스트레인지: 대혼돈의 멀티버스,예전엔 히어로 하나 하나 집중이 가능하면서 그게 모아져서 어밴져스로 빵 터트리는 재미가 있었다면 스파이더맨 이후로 이재 그런 재미는 어뵤어진것 같네요. 더 이상 시리즈에 예전만큼 집중이 안되요,7
닥터 스트레인지: 대혼돈의 멀티버스,마블표 부산행 컨저링이였다,8
공포의 묘지,감독새키 쳐돌았음원작과는 완전히 다른 영화시발 무슨 처키냐?,1
배드 가이즈,주토피아를 좋아한다면 꼭 보세여,8
닥터 스트레인지: 대혼돈의 멀티버스,"다들 두번 째 쿠키 욕하는데, 이 쿠키에서 노인이 카메라를 쳐다보며 말 하는 데에서 관객과 작품 사이에 있는 제 4의 벽을 허무는 모습을 보여줬습니다. 이는 마블 영화에서 시도 한 적 없는 것으로써, 멀티버스를 넘어서는 세계관 확장에 대한 떡밥을 남긴 것이라는 생각을 해 볼 수도 있습니다.",10
야차,재미있게 잘봤어요 오점대가 아닌데 이상하네요 ,10
닥터 스트레인지: 대혼돈의 멀티버스,4D로 본사람으로써는 이해 할 수 없는 평점이다 마블에 공포 한스푼 들어간게 신세계임,10
레지던트 이블: 파멸의 날,나름 전작들에 비해서 괜찮게 봤음,9
야차,독도는 어느나라땅? 이 말에 정확하게 답 할 수 있는것으로 평점이 갈릴듯,10
닥터 스트레인지: 대혼돈의 멀티버스,멀티버스는 상관없다 허나 재미가 있어야지,7
사랑,이야기가 상당히 구식이고 흐름도 뚝뚝 끊기는 느낌 그에 반해 배우들의 준수한 연기력덕에 볼만했다,5
야쿠자와 가족,모처럼 몰입해서 재밌게 봤네,10
코블러,아주 아주 아주 아주 아주 아주 아주 매우 정말 되게 진짜 재밌음. 참말로. ,10
바보야,돌아가신 지 벌써 13년이 된 지금에서야 그의 삶을 보았다. 감동과 아름다움. 너무도 그리운 우리의 추기경님,10
민스미트 작전,민스미트 작전 민싐트 작전,6
베놈 2: 렛 데어 비 카니지,생각이란걸 하면서 보면 안댐,2
당신이 사랑하는 동안에,심리는 사라지고 사건만 남은. 라빠르망을 이렇게 엉터리로 리메이크하다니. 명작이 망작으로 거듭난. 라빠르망을 찾아 보시라. ,2
닥터 스트레인지: 대혼돈의 멀티버스,엔드게임다음으로재밌던데,10
닥터 스트레인지: 대혼돈의 멀티버스,엔드게임다음으로재밌던데,10
닥터 스트레인지: 대혼돈의 멀티버스,대ㅐㅐㅐ박 재밌어요ㅠ,10
닥터 스트레인지: 대혼돈의 멀티버스,확실히 호불호가 갈릴만 하지만 그래도 난 재밌게봤다 ,8
어부바,너무재미없어서 잠들어버림.. ,1
민스미트 작전,잘 만든 첩보 스릴러… 연기 구멍이 없었음,9
배트맨,"ㅋㅋ환장하네 더배트맨 욕하는 사람들이 여기서 별점테러를ㅜㅠㅠ89년 배트맨은 모든 히어로물의 시조같은 작품입니다. 팀버튼 특유의 만화적 연출 정말 좋고 어두운듯 어둡지 않은 영화의 전개가 참 좋아요. 놀란의 다크나이트는 매우 진지한 매력이 있고, 팀버튼의 배트맨은 유치한것같은 설정으로 종종 등장하는 어이없는 조커의 장난에 피식거리면서 영화에 몰입하게 합니다. 89년작인거 감안하고 봐도 늘 놀라운 작품입니다. ",10
신비한 동물들과 덤블도어의 비밀,덤블도어의 취향은 별로 궁금하지 않았습니다….오히려 거부감이 많이 들더군요 … 에휴 .. ,1
닥터 스트레인지: 대혼돈의 멀티버스,완다주연의 공포영화,5
닥터 스트레인지: 대혼돈의 멀티버스,멀티버스 개념에 더한 정신이상학적 관점의 세계 속 얽힌 실타래의 관계와 감정 풀어내기,6
닥터 스트레인지: 대혼돈의 멀티버스,내 최애 히어로 ?♂?  피식하는 유머+특수효과+약간의 공포스러움+rachel mcadams까지..오늘 집오는길에 여운이 가시질 않았음 ,10
불한당: 나쁜 놈들의 세상,으앙ㅇ ㅠ 재호현수 ,10
파워 오브 도그,두 남자의 동상이몽. 어리석은 마초는 치밀한 끼순이의 손에 죽었고.. 자 이제 누가 유약하고 누가 강하지? 의 어조로 꾀하는 남성성의 재정의,10
우연과 상상,첫번째와 두번째 여자가 너무 예쁘다 ㅠㅠ 내가 교수였으면 진작에 넘어갔다 ㅋㅋ 마지막에 오해로 인해 생긴 갈등이 아닌 우정의 스토리가 좋았다. 아줌마의 연기발성외모가 좀 아쉽긴하지만....,10
배트맨 2,메세지나 영상미나 독특한 연출이나 오직 팀버튼만이 할수 있는 진짜 명작. 더이상 말이 필요없음. 2022년의 더 배트맨은 반성하라ㅠㅠ,10
우리들,좋은 영화는 기억을 떠올리게 하는 특성이 있다. &amp;#39;우리들&amp;#39;을 보다가 수많은 그 때가 떠올랐다.,10
스프링 블라썸,진짜 졸릴 듯 말 듯한 느낌 중간에 춤 추는 건 뭘 표현하려는지 잘 모르겠으나 전체적으로 영화 색감이나 분위기는 좋았음,6
닥터 스트레인지: 대혼돈의 멀티버스,마블의 멀티버스 그 첫 발걸음. 많은 세계관을 통합하려고 하다보니 조금 어려웠고 관련 영화나 드라마에 대해서 잘 모른다면 더 이해하기 힘들 영화,6
랑종,"이 뭔 쓰레기 영화냐... 연출, 몰입도, 공포, 재미 뭐 하나 있는 게 없네.... 연기 자체도 너무 부자연스러워.. 아쉬움이 많은 영화네",2
닥터 스트레인지: 대혼돈의 멀티버스,"완다비전, 왓이프, 로키 다 보고 갔는데 재밌게 봤어요. 앞으로 펼쳐질 멀티버스 이야기도 기대되네요",10
배드 가이즈,액션씬이 굉장히 잘빠진데다 더빙성우 목소리가 매우 섹시함!,8
미스 슬로운,지능캐란 이런 것이다 감독의 역량이 유감없이 발휘된 영화. ,9
닥터 스트레인지: 대혼돈의 멀티버스,"기다리던 마블 영화였는데.. 뭔가 공포영화 같기도 하면서,급히만든 시나리오 같은 느낌..좀 아쉬웠습니다.",6
드레스메이커,도대체 왜 추천을 한거야. 개연성 없는 뻔한 이야기들.,6
라스트 모히칸,순수하고 강인한 정신!너무 빨리 지나간 런링타임~ 진짜 명작이다!,10
닥터 스트레인지: 대혼돈의 멀티버스,평점보고 걱정되었는데 개인적으로는 정말 스토리가 좋았다고 생각합니다 재밌게 잘 봤습니다!,10
엄마,저래놓고 봐라 니들 소원대로 동양인 쿼터 해줬더니 니들도 안 보잖아 ㅇㅈㄹ 할거 뻔해서 역겨움 오만한 양키새키들 ㅡㅡ,1
닥터 스트레인지: 대혼돈의 멀티버스,로나때문에 영화관 2년만인데 오랜만에봐서 그런지너무 재밌게 봤어요!!,10
인민을 위해 복무하라,여배우연기가 너무아쉽네,1
바닐라 스카이,미친영화다 맨날 생각남,10
닥터 스트레인지: 대혼돈의 멀티버스,뭔가 아쉬워요… 닥스답게 영상미는 좋앗습니다,7
닥터 스트레인지: 대혼돈의 멀티버스,마블빠라 그런지 재밌게봄ㅋㅋㅋㅋ,10
닥터 스트레인지: 대혼돈의 멀티버스,"로키 완다비전 다봤지만 쉴드불가.페이즈4부터 너무 스토리도 중구난방인데,감독까지 중구난방...이터널스는 예술영화 만들어놓고닥스2는 70년대 유치한 호러무비를 만들어 놓았다",1
엄마,ㅋㅋㅋ진짜 너무재밌다 ,1
닥터 스트레인지: 대혼돈의 멀티버스,진.짜.재.밌.다.!,10
닥터 스트레인지: 대혼돈의 멀티버스,어벤져스4에 이어지는 감동을 기대하면 안됨. 다소 억지스러운 스토리 전개가 계속 거슬림. 영상미는 훌륭하고 멀티버스 확장은 좋고 결말도 나쁘진 않은데 기대한 것과는 많이 다름. 중간에 공포영환줄 알았음. 좀비까지 나오고.. 옆자리 관객은 중간에 나가서 안들어오는데 그래도 그정도까진 아님..,5
닥터 스트레인지: 대혼돈의 멀티버스,봐야하니까 봤는데 역시 보기는 봤어야하는 영화.아쉬운 점 투성이지만 앞으로 mcu를 볼 거라면 봐야한다,8
지푸라기라도 잡고 싶은 짐승들,킬링타임으로 아주 좋았음 가벼운 전개와 대단히 좋았던 설정들 그러나 부족함은 많았지,9
닥터 스트레인지: 대혼돈의 멀티버스,MCU에 대해 잘모르는 감독 대려다가 어설픈 공포로 버무리니깐이도저도 아니고 재미만 반감됬음,5
닥터 스트레인지: 대혼돈의 멀티버스,이미 멀티버스에 대해서 알만큼 아는데도 그걸 굳이 더 보여주며 지루하게 스토리를 어거지로 이끌어갔다.뭔가 보여주려고 노력한 흔적은 있지만 새로운 볼거리도 혁신적이고 창의적인 내용 하나 없이 엄청나게 진부한 내용은 뭔지.. 억지스러운 내용전개는 그렇다 쳐도 특촬물 정도밖에 안 되는 음표 전투씬은 한숨만 나온다. 멀티버스에 나오는 여러 히어로 갖다놓고 어떻게 만들면 이렇게 아무런 감흥이 없을 수 있을까..  노웨이홈같은 짜릿함은 1도 없다. 베놈2도 그렇고 왜 요즘 나오는 마블영화는 다 이러지? ,6
토르: 천둥의 신,토르 스토리의 전초와 주변 배경설명을 적절히 표현하고 설명한 작품,8
버블,"그래서 뭔데?? 시간 아깝네..다 보고 나서 나오는 첫 마디가 이거임.설정도 엉성하고.. 버블은 외계인인지? 왜 지구에 왔으며, 왜 다른 곳에는 사라지고 도쿄에만 남아있는지?  남주 때문이라면 남주가 대체 뭔 짓을 했길래 버블의 분노를 산 건지?배경 설정부터가 너무 SF스럽고 억지스러운데, 거기에 대한 해설이 전혀 없음. 근데 그 와중에 감동과 러브라인은 반드시 넣고 싶어한 그런 느낌임...일본 애니는 항상 어느정도 기대를 하고 보는데. 이거는 솔직히 시간이 너무 아까웠음. 킬링타임용 조차도 아깝다. ",2
연애 빠진 로맨스,구씨가 이끈 이곳에서 전종서를 얻어간다 ,9
니 부모 얼굴이 보고 싶다,배우들의 연기가 너무 실감나서 분노한 영화였어요ㅠ,8
신비한 동물들과 덤블도어의 비밀,다음 시리즈가 기대되는 작품,10
닥터 스트레인지: 대혼돈의 멀티버스,웃긴 정말 많이 웃었네요.너~~무 유치하고 어이없어서-.-;;;연출이 이상했던 건지…충분히 재밌었을 스토리가 ㅠㅜ 풋~!!! 여러군데에서 뿜었음요 -.-;;가볍게 보고 지나가긴 좋았어요.,2
인터프리터,지루한 전개 속 빛나는건 그 시절 니콜 키드먼,4
시간을 달리는 소녀,여름 분위기 물씬나는 명작 ,10
모스트 원티드 맨,필립 세이모어 호프먼의 먹먹한 눈빛… 두고두고 기억날 연기…,10
민스미트 작전,재미없어요. 보지마세요,2
나랏말싸미,재밌게 잘봤습니다&amp;#39;ㅇㅇㅇㅇ,10
엑시트,참 조정석은 이런연기 잘해~,7
엄마,차라리 한국 더빙판이 있다면 그걸 보는 게 낫겠다 싶은 영화,2
맨 인 더 다크 2 ,알고보니 할아버지 숨겨진 올드가드였음 계속 살아남ㅎㅎ,10
닥터 스트레인지: 대혼돈의 멀티버스,닥터 완다 팬으로서 진짜 스토리 영상미 완벽... 이런 마블도 있어야죠!!! 최고였어요 저는 이정도는..괜찮다.라고생각했음. 또보고싶네요 ,10
돈 룩 업,와....윤석열 정부 보는 줄 ㅋㅋㅋ  진짜 개 꼴때리네 ㅋㅋ,8
닥터 스트레인지: 대혼돈의 멀티버스," 드라마,영화 다 챙겨보고 가니까 재밌었어요특히 멀티버스의 완다와 만난 장면이  완다의 감정이 충분히 이해가 가서 슬펐네요..",8
퍼펙트 케어,마지막부분에보스와나누는대화에서무릎을탁쳤다.아~단순한범죄영화가아니었구나.로자먼드파이크!!!,9
롱 리브 더 킹: 목포 영웅,조폭출신이라는 식상한 소재로 현실감 있는 재미없는 선거과정에 현실감 떨어지는 단선적인 스토리가 따로 국밥으로 노는 영화 엔딩은 참신함 평점 7.1,7
닥터 스트레인지: 대혼돈의 멀티버스,액션씬이 조금 퀄리티가 떨어져요 그리고 내용이 조금 어렵네요 앞으로 마블은 공부가 필수일것 같네요,8
공기살인,안타까운 가습기살균제 사건 피해를 그려낸 영화였습니다. 이런영화는 많은 사람들이 알아야 해요,10
P짱은 내 친구,하 선생이 제일 빌런이다,8
닥터 스트레인지: 대혼돈의 멀티버스,유치하다는 의견들을 봐서 좀 걱정했는데 (음표로 싸우는 장면이 살짝 어색하게 느껴지긴했고 아메리카가 갑자기 능력을 조절하는 것이 좀 그랬지만) 닥터스트레인지 다운 영상미와 그 분위기가 좋았고 거기에 더해진 감독의 호러적인 느낌도 괜찮았다( 살짝 어색할 수도 있었으나 호러 영화적인 연출들이 나쁘지는 않았다.). 스토리도 역시 처음부터 끝까지 지루한 줄 모르게 재미있게 지켜보게 만들었으며 개인적으로 마블의 시리즈 중에서 닥터스트레인지 시리즈가 가장 마음에 든다. 다른분들에게 추천하겠냐고 한다면 추천~! ,10
로스트 시티,배우팬이라서 본 영화였는데 재밌게 잘봤어요. 액션과 로맨스를 즐기기에 충분합니다!,9
스파이더맨: 노 웨이 홈,기대해서봤다가 주인공 답답해서 짜증나서 닥스만 보고 건너뛰기로 보고 치웠다 스파이더맨꺼는 다신안봐야지,2
베놈,서양 기생수도 나름 괜찮네 ,6
1917,생존을 위해 치열하게 싸워야만 했던 그 시대 군인들의 삶을 너무나 현실적으로 연출한 전쟁 영화.매너리즘에 빠져있는 현대인으로서 잔잔한 일상의 소중함을 다시 한번 깨닫게 해주었습니다. ,10
배드 가이즈,너무 즐거운 영화였어요! 배드가이즈 같은 애니메이션 영화 참 좋아해요! 조카들과 보기 좋아용,10
엄마,정말 정말 강력 추천!!,1
엄마,미국인이면 그냥 영어를 쓰세요 제발 ㅋㅋ;;,1
란,그저 대단한 작품이다,9
부기나이트,킬링타임용 어디까지가 현실이고 어디까지가 망상인가 최귀화 처럼 나도 (영화) 길을 잃었다,5
경계선,이성과 본능의 경계선을 넘나들며 고뇌하는 삶. 어쩌면 우리 모두에게서 볼 수 있는 모습이 아닐까 ,8
언차티드,재미 드럽게 읍네..감독 시발아..처 만들기전에  로맨싱스톤도 안봤냐?,2
우연과 상상,"상상 속 마법 같은 일들이 다시 한 번 일어나기를, 우연의 문을 열어둔 채로 기다릴 테니.",10
앰뷸런스,간만에 헐리웃 영환데 쩝... 아니 마이클 베이가 만들었다며 왜 이렇게 별개 없어... 그래도 술 안주는 된다. 영화가 침체기니 원. 제이크의 연기는 진짜... ㅠㅠ 액션 영화 상업 영화 찍고 오스카 타도 되겠다 역시 끝내준다...,7
연애 빠진 로맨스,"30대에서 올수있는 뻔한 스토리를, 현실에 맞게 잘 각색해서 표현한 것 같아요 ㅎㅎㅎ 초중반 정말 재밌게 봤고, 대학로 소극장에서 본듯이 소소하게 재밌었네요 ",10
배드 가이즈,다시 한 번 보고 싶은 애니메이션. 드림웍스에서 오랜만에 작품 하나 나왔네요!!,8
타임 패러독스,스포 하고싶다 스포 하고싶다ㅋ 보고 나면 여운이 남음,10
닥터 스트레인지: 대혼돈의 멀티버스,완디비전 꼭 보고 보세요 ㅠㅠ,10
닥터 스트레인지: 대혼돈의 멀티버스,마니 재밋었음 ,10
중경삼림,"2022년 현재 봐도 전혀 촌스럽지 않아.오히려 세련되기 까지.왕페이, 양조위 연기 너무 좋다.",10
킹스맨: 퍼스트 에이전트,엑스맨 퍼스트클래스급을 기대했는데 다소 실망했음... 영화 초반부터 킹스맨이 만들어진후 활약 위주의 내용인줄 알았는데 킹스맨을 시작하게된 계기가 된 어떤 사건을 중점으로 다루는 내용이고 영화의 분위기가 매우 슬프고 무겁습니다.,6
엄마,내가 본 영화 중에 제일 최악,1
봄날,정말 연기력 미쳤습니다. 여운이 남는 영화네요 많은 생각을 가지게 하는 영화입니다.,10
닥터 스트레인지: 대혼돈의 멀티버스,닥터스트레인지가 너무나 예전 그 샘 레이미 스러워서 호불호가 갈려버렸다,7
어부바,사투리도 연기도 어색하구 감동도 재미도 없었어요 드라마보다 재미없는영화..정준호믿고봤는데 너무 실망스럽네요,1
모가디슈,배우분들의 연기력이 돋보였습니다... 모가디슈 최고! 너무 재밌게 봤어요,10
모가디슈,배우분들의 연기력이 돋보였습니다... 모가디슈 최고! 너무 재밌게 봤어요,10
닥터 스트레인지: 대혼돈의 멀티버스,재밌습니다,8
닥터 스트레인지: 대혼돈의 멀티버스,재밌는데 평점이 안좋네..,10
민스미트 작전,내용이 너무 단순하면서 복잡하달까요..?어디에 중점을 맞춰야할지 감이 잘 안 왔습니다 이도저도 아닌느낌...,6
닥터 스트레인지: 대혼돈의 멀티버스,샘 레이미와 케빈 파이기의 애매모호한 조화. 웃자니 심각하고 무서워하자니 우습다.,7
닥터 스트레인지: 대혼돈의 멀티버스,1편에서의 크리스틴과 닥스의 서사를 좋아했던 내 입장에선 대만족... ,10
닥터 스트레인지: 대혼돈의 멀티버스,극초반 특촬물인줄 사전지식 없이 보면 매우 헷갈림,6
신비한 동물들과 덤블도어의 비밀,덤블도어의 비밀이란게 그의 성적취향을 뜻하는 거였나? ,5
인셉션,놀란의 영화는 지적호기심을 자극한다. 놀란의 영화 중 오락적인 측면에서 최고인 영화.,9
런,영화 친정엄마 보고 바로 이거보니 엄마의 감동 싹 사라짐,8
닥터 스트레인지: 대혼돈의 멀티버스,샘 레이미 마음대로~~,10
닥터 스트레인지: 대혼돈의 멀티버스,ㅋㅋㅋ음표에서 조금 당황스러웠지만 재밌었음!,10
닥터 스트레인지: 대혼돈의 멀티버스,은근 잦은 공포요소 빼고는 완벽해요 개재밌음,10
사랑하고 사랑받고 차고 차이고,아카리 너는 내 안전기지야~,8
앵커,"점수가 지나치게 낮게 평가된 영화이기에 10점을 준다. 아무리 못해도 7점대 밑으로 내려갈 영화는 아니다. 연기,연출 구성 좋았고 말하고자 하는 바와 서사가 쉽게 잘 들어맞는 동시에 과하지도 않았다",10
미드나잇 런,전혀 촌스럽지 않은 스토리로 몰입감과 코믹함을 동시에..,10
국제시장,내가 아들일때 봤을때는 불편했다. 내가 아빠가 되고 다시보니 울림이 있다.,8
레터스 투 줄리엣,평점보다 훨씬 재밌네요기대이상ㅠ,10
민스미트 작전,지루하다는 평이 많은데 나는 재밌게 봤음. 연기로 인한 몰입도가 높았음. 하나 아쉬운 점은… 로맨스 비중이 꽤 있었다는 점… 치정극이냐…,9
끝까지 간다,이게 진짜 입소문 영화지,10
닥터 스트레인지: 대혼돈의 멀티버스,갑툭튀가 있고 마지막에 살짝 어이없었지만 그럭저럭 볼만함 누가 또 보러가자고 돈 내주고 티켓 준다면 다시 볼 의향 있음 하지만 내 돈은 안됨 완다 좀 행복하게 해줘라 이 못된 마블아!!,7
말아톤,너무 아름다운 영화였습니다,10
말아톤,너무 아름다운 영화였습니다,10
너는 여기에 없었다,호아킨 피닉스 연기 자체를 감상하는 팬에게는 좋겠다  그 외에 사람들에겐 아쉬운 듯  감독의 메시지 자체까진 좋았으나 훌륭한 메시지와 훌륭한 영상 외에는 아쉬웠다 음악이 신선하긴 했는데 이 영화 감상에 도움이 됐는진 모르겠다,7
인투 더 포레스트,"개연성 없고  너무 지루해요. 재난도 아니고, 스릴러도 아니고  영화가 주려는 메시지가 뭔지 모르겟음.",1
안녕하세요,"&amp;#39;작은 이야기를 어떻게 구성해야 보다 깊이를 더할  수 있는가&amp;#39;, &amp;#39;공간과 인물을 카메라에 어떻게 배치하고 담아내야 보다 입체적일 수 있는가&amp;#39;라는 질문에 대한 정석 답안. 오즈 야스지로의 &amp;#34;응답하라, 우리 읍내&amp;#34;.",8
우리는 모두 어른이 될 수 없었다,"나는 내가 바라던 어른이 되었을까? 나의 오늘과 과거를 돌아보게 하는 영화,기대안하고 고른 영화인데 이렇게 마음에 남을줄이야",9
